,Ticker,Name,Sector,Industry
840,CYRXW,"CryoPort, Inc.",Transportation,Oil Refining/Marketing
841,CSGS,"CSG Systems International, Inc.",Technology,EDP Services
842,CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment
843,CSPI,CSP Inc.,Technology,EDP Services
844,CSWI,"CSW Industrials, Inc.",Basic Industries,Home Furnishings
845,CSX,CSX Corporation,Transportation,Railroads
846,CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals
847,CTIB,CTI Industries Corporation,Basic Industries,Specialty Chemicals
848,CTRP,"Ctrip.com International, Ltd.",Miscellaneous,Business Services
849,CUE,"Cue Biopharma, Inc.",Health Care,Major Pharmaceuticals
850,CUI,"CUI Global, Inc.",Technology,Electronic Components
851,CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
852,CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting
853,CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
854,CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
855,CVBF,CVB Financial Corporation,Finance,Major Banks
856,CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components
857,CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals
858,CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software
859,CYBE,CyberOptics Corporation,Capital Goods,Electronic Components
860,CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
861,CYCCP,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
862,CYCN,"Cyclerion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
863,CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals
864,CY,Cypress Semiconductor Corporation,Technology,Semiconductors
865,CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software
866,CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts
867,CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals
868,CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals
869,CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments
870,DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines
871,DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries
872,DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals
873,DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments
874,DRIOW,DarioHealth Corp.,Health Care,Medical/Dental Instruments
875,DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment
876,DSKE,"Daseke, Inc.",Consumer Services,Transportation Services
877,DSKEW,"Daseke, Inc.",Consumer Services,Transportation Services
878,DAIO,Data I/O Corporation,Capital Goods,Electrical Products
879,DTSS,Datasea Inc.,Technology,Computer Software: Prepackaged Software
880,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants
881,DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains
882,DFNL,Davis Select Financial ETF,,
883,DINT,Davis Select International ETF,,
884,DUSA,Davis Select U.S. Equity ETF,,
885,DWLD,Davis Select Worldwide ETF,,
886,DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
887,DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
888,DDMX,DD3 Acquisition Corp.,Finance,Business Services
889,DDMXU,DD3 Acquisition Corp.,Finance,Business Services
890,DDMXW,DD3 Acquisition Corp.,Finance,Business Services
891,DCPH,"Deciphera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
892,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants
893,TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
894,TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
895,DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
896,DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
897,DENN,Denny&#39;s Corporation,Consumer Services,Restaurants
898,XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments
899,DDOC,"DERMAdoctor, Inc.",,
900,DRMT,Dermavant Sciences Ltd.,,
901,DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals
902,DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
903,DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
904,DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products
905,DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments
906,DFBH,DFB Healthcare Acquisitions Corp.,Finance,Business Services
907,DFBHU,DFB Healthcare Acquisitions Corp.,Finance,Business Services
908,DFBHW,DFB Healthcare Acquisitions Corp.,Finance,Business Services
909,DHXM,DHX Media Ltd.,,
910,DMAC,DiaMedica Therapeutics Inc.,Health Care,Major Pharmaceuticals
911,DEAC,Diamond Eagle Acquisition Corp.,Finance,Business Services
912,DEACU,Diamond Eagle Acquisition Corp.,Finance,Business Services
913,DEACW,Diamond Eagle Acquisition Corp.,Finance,Business Services
914,DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers
915,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production
916,DPHC,DiamondPeak Holdings Corp.,Finance,Business Services
917,DPHCU,DiamondPeak Holdings Corp.,Finance,Business Services
918,DPHCW,DiamondPeak Holdings Corp.,Finance,Business Services
919,DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
920,DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
921,DGII,Digi International Inc.,Technology,Computer Communications Equipment
922,DMRC,Digimarc Corporation,Technology,EDP Services
923,DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
924,DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
925,APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies
926,DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions
927,DIOD,Diodes Incorporated,Technology,Semiconductors
928,DISCA,"Discovery, Inc.",Consumer Services,Television Services
929,DISCB,"Discovery, Inc.",Consumer Services,Television Services
930,DISCK,"Discovery, Inc.",Consumer Services,Television Services
931,DISH,DISH Network Corporation,Consumer Services,Television Services
932,DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management
933,SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants
934,DLHC,DLH Holdings Corp.,Technology,Professional Services
935,BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties
936,DNBF,DNB Financial Corp,Finance,Major Banks
937,DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software
938,DOGZ,Dogness (International) Corporation,Consumer Durables,Miscellaneous manufacturing industries
939,DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores
940,DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services
941,DLPNW,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services
942,DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software
943,DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
944,DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
945,DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production
946,DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.
947,DOYU,DouYu International Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
948,DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
949,LYL,Dragon Victory International Limited,Finance,Finance/Investors Services
950,DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software
951,DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment
952,DRYS,DryShips Inc.,Transportation,Marine Transportation
953,DSPG,"DSP Group, Inc.",Technology,Semiconductors
954,DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
955,DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants
956,DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals
957,DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components
958,DYAI,"Dyadic International, Inc.",Basic Industries,Major Chemicals
959,DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components
960,DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments
961,DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals
962,ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions
963,SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting
964,EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks
965,EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks
966,EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation
967,EFBI,"Eagle Financial Bancorp, Inc.",Finance,Savings Institutions
968,EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
969,IGLE,Eagleline Acquisition Corp.,,
970,EWBC,"East West Bancorp, Inc.",Finance,Major Banks
971,EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components
972,EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
973,EVGBC,Eaton Vance NextShares Trust,,
974,EVSTC,Eaton Vance NextShares Trust,,
975,EVLMC,Eaton Vance NextShares Trust II,,
976,OKDCC,Eaton Vance NextShares Trust II,,
977,EBAY,eBay Inc.,Miscellaneous,Business Services
978,EBAYL,eBay Inc.,Miscellaneous,Business Services
979,EBIX,"Ebix, Inc.",Technology,EDP Services
980,ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing
981,SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
982,EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical
983,EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
984,EDSA,"Edesa Biotech, Inc.",Health Care,Major Pharmaceuticals
985,EDNT,"Edison Nation, Inc.",Consumer Non-Durables,Recreational Products/Toys
986,EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
987,EDTX,EdtechX Holdings Acquisition Corp.,Finance,Business Services
988,EDTXU,EdtechX Holdings Acquisition Corp.,Finance,Business Services
989,EDTXW,EdtechX Holdings Acquisition Corp.,Finance,Business Services
990,EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties
991,EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
992,EHTH,"eHealth, Inc.",Finance,Specialty Insurers
993,EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
994,EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
995,EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components
996,LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants
997,ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical
998,ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts
999,SOLO,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing
1000,SOLOW,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing
1001,ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1002,EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
1003,ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components
1004,ESBK,Elmira Savings Bank NY (The),Finance,Major Banks
1005,ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
1006,ELTK,Eltek Ltd.,Technology,Electrical Products
1007,EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers
1008,EMCF,Emclaire Financial Corp,Finance,Major Banks
1009,EMKR,EMCORE Corporation,Technology,Semiconductors
1010,EMMA,"Emmaus Life Sciences, Inc.",Health Care,Hospital/Nursing Management
1011,EMMAW,"Emmaus Life Sciences, Inc.",Health Care,Hospital/Nursing Management
1012,EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting
1013,NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants
1014,ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
1015,ECPG,Encore Capital Group Inc,Finance,Finance Companies
1016,WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications
1017,ENDP,Endo International plc,Health Care,Major Pharmaceuticals
1018,ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments
1019,NDRA,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1020,NDRAW,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1021,EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
1022,WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
1023,EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products
1024,EHR,"Energy Hunter Resources, Inc.",,
1025,ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
1026,ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
1027,ENLV,Enlivex Therapeutics Ltd.,Health Care,Major Pharmaceuticals
1028,ENOB,"Enochian Biosciences, Inc.",Health Care,Major Pharmaceuticals
1029,ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
1030,ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers
1031,ESGRO,Enstar Group Limited,Finance,Property-Casualty Insurers
1032,ESGRP,Enstar Group Limited,Finance,Property-Casualty Insurers
1033,ETTX,Entasis Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals
1034,ENFC,Entegra Financial Corp.,Finance,Banks
1035,ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
1036,ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1037,ENTXW,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1038,EBTC,Enterprise Bancorp Inc,Finance,Major Banks
1039,EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
1040,EVSI,"Envision Solar International, Inc.",Technology,Semiconductors
1041,EVSIW,"Envision Solar International, Inc.",Technology,Semiconductors
1042,EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals
1043,PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
1044,EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas Production
1045,EQ,"Equillium, Inc.",Health Care,Major Pharmaceuticals
1046,EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts
1047,EQBK,"Equity Bancshares, Inc.",Finance,Major Banks
1048,ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
1049,ERIE,Erie Indemnity Company,Finance,Specialty Insurers
1050,ERYP,Erytech Pharma S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1051,ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
1052,ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
1053,ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks
1054,ESSA,"ESSA Bancorp, Inc.",Finance,Banks
1055,EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals
1056,ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties
1057,ESTR,"Estre Ambiental, Inc.",Public Utilities,Environmental Services
1058,ESTRW,"Estre Ambiental, Inc.",Public Utilities,Environmental Services
1059,VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,,
1060,VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,,
1061,VIDI,ETF Series Solutions Trust Vident International Equity Fund,,
1062,ETON,"Eton Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
1063,ETSY,"Etsy, Inc.",Miscellaneous,Business Services
1064,CLWT,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products
1065,EDRY,EuroDry Ltd.,Consumer Services,Marine Transportation
1066,EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
1067,ESEA,Euroseas Ltd.,Transportation,Marine Transportation
1068,EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals
1069,EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software
1070,EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel
1071,EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing"
1072,MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
1073,EVOP,"EVO Payments, Inc.",Miscellaneous,Business Services
1074,EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals
1075,EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals
1076,EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals
1077,EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals
1078,EVOL,"Evolving Systems, Inc.",Technology,EDP Services
1079,EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
1080,FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,,
1081,ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,,
1082,XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services
1083,EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
1084,EXFO,EXFO Inc,Capital Goods,Electrical Products
1085,XCUR,"Exicure, Inc.",,
1086,EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services
1087,EXPI,"eXp World Holdings, Inc.",Finance,Real Estate
1088,EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services
1089,EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing
1090,EXPO,"Exponent, Inc.",Consumer Services,Professional Services
1091,STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts
1092,XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production
1093,EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
1094,EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
1095,EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
1096,EYEN,"Eyenovia, Inc.",Health Care,Major Pharmaceuticals
1097,EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
1098,EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores
1099,FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
1100,FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
1101,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas Production
1102,FLMNW,Falcon Minerals Corporation,Energy,Oil & Gas Production
1103,DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants
1104,FANH,Fanhua Inc.,Finance,Specialty Insurers
1105,FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods
1106,FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,Savings Institutions
1107,FMNB,Farmers National Banc Corp.,Finance,Major Banks
1108,FAMI,"FARMMI, INC.",Consumer Non-Durables,Packaged Foods
1109,FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components
1110,FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials
1111,FAT,FAT Brands Inc.,Consumer Services,Restaurants
1112,FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1113,FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks
1114,FNHC,FedNat Holding Company,Finance,Property-Casualty Insurers
1115,FLLCU,Fellazo Inc.,Finance,Business Services
1116,FENC,Fennec Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1117,GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications
1118,FFBW,"FFBW, Inc.",Finance,Savings Institutions
1119,FCSC,Fibrocell Science Inc.,Health Care,Major Pharmaceuticals
1120,FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals
1121,FDBC,"Fidelity D & D Bancorp, Inc.",Finance,Major Banks
1122,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,,
1123,FDUS,Fidus Investment Corporation,,
1124,FDUSL,Fidus Investment Corporation,,
1125,FDUSZ,Fidus Investment Corporation,,
1126,FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants
1127,FITB,Fifth Third Bancorp,Finance,Major Banks
1128,FITBI,Fifth Third Bancorp,Finance,Major Banks
1129,FISI,"Financial Institutions, Inc.",Finance,Major Banks
1130,FNSR,Finisar Corporation,Technology,Semiconductors
1131,FNJN,"Finjan Holdings, Inc.",Miscellaneous,Multi-Sector Companies
1132,FTAC,FinTech Acquisition Corp. III,Finance,Business Services
1133,FTACU,FinTech Acquisition Corp. III,Finance,Business Services
1134,FTACW,FinTech Acquisition Corp. III,Finance,Business Services
1135,FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
1136,FBNC,First Bancorp,Finance,Major Banks
1137,FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks
1138,FRBA,First Bank,,
1139,BUSE,First Busey Corporation,Finance,Major Banks
1140,FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks
1141,FCAP,"First Capital, Inc.",Finance,Savings Institutions
1142,FCBP,First Choice Bancorp,Finance,Major Banks
1143,FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks
1144,FCBC,"First Community Bankshares, Inc.",Finance,Major Banks
1145,FCCO,First Community Corporation,Finance,Major Banks
1146,FDEF,First Defiance Financial Corp.,Finance,Savings Institutions
1147,FFBC,First Financial Bancorp.,Finance,Major Banks
1148,FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks
1149,THFF,First Financial Corporation Indiana,Finance,Major Banks
1150,FFNW,"First Financial Northwest, Inc.",Finance,Major Banks
1151,FFWM,First Foundation Inc.,Finance,Major Banks
1152,FGBI,"First Guaranty Bancshares, Inc.",Finance,Savings Institutions
1153,FHB,"First Hawaiian, Inc.",Finance,Major Banks
1154,INBK,First Internet Bancorp,Finance,Major Banks
1155,INBKL,First Internet Bancorp,Finance,Major Banks
1156,INBKZ,First Internet Bancorp,Finance,Major Banks
1157,FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks
1158,FRME,First Merchants Corporation,Finance,Major Banks
1159,FMBH,"First Mid Bancshares, Inc.",Finance,Major Banks
1160,FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks
1161,FXNC,First National Corporation,Finance,Major Banks
1162,FNWB,First Northwest Bancorp,Finance,Banks
1163,FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions
1164,FSEA,First Seacoast Bancorp,Finance,Savings Institutions
1165,FSLR,"First Solar, Inc.",Technology,Semiconductors
1166,FAAR,First Trust Alternative Absolute Return Strategy ETF,,
1167,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,,
1168,BICK,First Trust BICK Index Fund,,
1169,FBZ,First Trust Brazil AlphaDEX Fund,,
1170,FTHI,First Trust BuyWrite Income ETF,,
1171,FCAL,First Trust California Municipal High income ETF,,
1172,FCAN,First Trust Canada AlphaDEX Fund,,
1173,FTCS,First Trust Capital Strength ETF,,
1174,FCEF,First Trust CEF Income Opportunity ETF,,
1175,FCA,First Trust China AlphaDEX Fund,,
1176,SKYY,First Trust Cloud Computing ETF,,
1177,RNDM,First Trust Developed International Equity Select ETF,,
1178,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,,
1179,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,,
1180,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,,
1181,FV,First Trust Dorsey Wright Focus 5 ETF,,
1182,IFV,First Trust Dorsey Wright International Focus 5 ETF,,
1183,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,,
1184,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,,
1185,DVLU,First Trust Dorsey Wright Momentum & Value ETF,,
1186,DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,,
1187,DALI,First Trust DorseyWright DALI 1 ETF,,
1188,FDNI,First Trust Dow Jones International Internet ETF,,
1189,FEM,First Trust Emerging Markets AlphaDEX Fund,,
1190,RNEM,First Trust Emerging Markets Equity Select ETF,,
1191,FEMB,First Trust Emerging Markets Local Currency Bond ETF,,
1192,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,,
1193,FTSM,First Trust Enhanced Short Maturity ETF,,
1194,FEP,First Trust Europe AlphaDEX Fund,,
1195,FEUZ,First Trust Eurozone AlphaDEX ETF,,
1196,FGM,First Trust Germany AlphaDEX Fund,,
1197,FTGC,First Trust Global Tactical Commodity Strategy Fund,,
1198,FTLB,First Trust Hedged BuyWrite Income ETF,,
1199,HYLS,First Trust High Yield Long/Short ETF,,
1200,FHK,First Trust Hong Kong AlphaDEX Fund,,
1201,NFTY,First Trust India Nifty 50 Equal Weight ETF,,
1202,FTAG,First Trust Indxx Global Agriculture ETF,,
1203,FTRI,First Trust Indxx Global Natural Resources Income ETF,,
1204,LEGR,First Trust Indxx Innovative Transaction & Process ETF,,
1205,NXTG,First Trust Indxx NextG ETF,,
1206,FPXI,First Trust International Equity Opportunities ETF,,
1207,FPXE,First Trust IPOX Europe Equity Opportunities ETF,,
1208,FJP,First Trust Japan AlphaDEX Fund,,
1209,FEX,First Trust Large Cap Core AlphaDEX Fund,,
1210,FTC,First Trust Large Cap Growth AlphaDEX Fund,,
1211,RNLC,First Trust Large Cap US Equity Select ETF,,
1212,FTA,First Trust Large Cap Value AlphaDEX Fund,,
1213,FLN,First Trust Latin America AlphaDEX Fund,,
1214,LMBS,First Trust Low Duration Opportunities ETF,,
1215,LDSF,First Trust Low Duration Strategic Focus ETF,,
1216,FMB,First Trust Managed Municipal ETF,,
1217,FMK,First Trust Mega Cap AlphaDEX Fund,,
1218,FNX,First Trust Mid Cap Core AlphaDEX Fund,,
1219,FNY,First Trust Mid Cap Growth AlphaDEX Fund,,
1220,RNMC,First Trust Mid Cap US Equity Select ETF,,
1221,FNK,First Trust Mid Cap Value AlphaDEX Fund,,
1222,FAD,First Trust Multi Cap Growth AlphaDEX Fund,,
1223,FAB,First Trust Multi Cap Value AlphaDEX Fund,,
1224,MDIV,First Trust Multi-Asset Diversified Income Index Fund,,
1225,MCEF,First Trust Municipal CEF Income Opportunity ETF,,
1226,FMHI,First Trust Municipal High Income ETF,,
1227,QABA,First Trust NASDAQ ABA Community Bank Index Fund,,
1228,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,,
1229,FTXO,First Trust Nasdaq Bank ETF,,
1230,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,,
1231,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,,
1232,CIBR,First Trust NASDAQ Cybersecurity ETF,,
1233,FTXG,First Trust Nasdaq Food & Beverage ETF,,
1234,CARZ,First Trust NASDAQ Global Auto Index Fund,,
1235,FTXN,First Trust Nasdaq Oil & Gas ETF,,
1236,FTXH,First Trust Nasdaq Pharmaceuticals ETF,,
