Ticker,Name,Sector,Industry
RLD,RealD Inc.,Services,"Movie Production, Theaters"
RLGT,"Radiant Logistics, Inc.",Services,Air Delivery & Freight Services
RLGY,Realogy Holdings Corp.,Financial,Property Management
RLH,Red Lion Hotels Corporation,Services,Lodging
RLI,RLI Corp.,Financial,Property & Casualty Insurance
RLJE,"RLJ Entertainment, Inc.",Services,Broadcasting - TV
RLOG,"Rand Logistics, Inc.",Services,Shipping
RM,Regional Management Corp.,Financial,Credit Services
RMBS,Rambus Inc.,Technology,Semiconductor- Memory Chips
RMCF,Rocky Mountain Chocolate Factory Inc.,Consumer Goods,Confectioners
RMD,ResMed Inc.,Healthcare,Medical Appliances & Equipment
RMKR,Rainmaker Systems Inc.,Services,Management Services
RNDY,"Roundy's, Inc.",Services,Grocery Stores
RNF,"Rentech Nitrogen Partners, L.P.",Basic Materials,Agricultural Chemicals
RNIN,Wireless Ronin Technologies Inc.,Technology,Business Software & Services
RNN,"Rexahn Pharmaceuticals, Inc.",Healthcare,Biotechnology
RNO,Rhino Resource Partners LP,Basic Materials,Nonmetallic Mineral Mining
RNR,RenaissanceRe Holdings Ltd.,Financial,Property & Casualty Insurance
RNST,Renasant Corp.,Financial,Money Center Banks
RNWK,RealNetworks Inc.,Technology,Multimedia & Graphics Software
ROC,"Rockwood Holdings, Inc.",Basic Materials,Specialty Chemicals
ROCM,Rochester Medical Corporation,,
ROG,Rogers Corporation,Technology,Diversified Electronics
ROIA,Radio One Inc.,,
ROIAK,Radio One Inc.,Services,Broadcasting - Radio
ROIC,Retail Opportunity Investments Corp.,Financial,REIT - Retail
ROK,Rockwell Automation Inc.,Industrial Goods,Diversified Machinery
ROL,Rollins Inc.,Services,Business Services
ROLL,RBC Bearings Inc.,Industrial Goods,Machine Tools & Accessories
ROMA,Roma Financial Corp.,,
ROP,Roper Industries Inc.,Industrial Goods,Diversified Machinery
ROSE,"Rosetta Resources, Inc.",Basic Materials,Independent Oil & Gas
ROST,Ross Stores Inc.,Services,Apparel Stores
ROVI,Rovi Corporation,Technology,Multimedia & Graphics Software
ROX,Castle Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers
RP,"RealPage, Inc.",Technology,Application Software
RPAI,"Retail Properties of America, Inc.",Financial,REIT - Retail
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals
RPRX,Repros Therapeutics Inc.,Healthcare,Biotechnology
RPT,Ramco-Gershenson Properties Trust,Financial,REIT - Retail
RPTP,Raptor Pharmaceuticals Corp.,Healthcare,Drug Manufacturers - Major
RPXC,RPX Corporation,Services,Business Services
RRD,R.R. Donnelley & Sons Company,Services,Business Services
RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas
RRGB,Red Robin Gourmet Burgers Inc.,Services,Restaurants
RRTS,"Roadrunner Transportation Systems, Inc.",Services,Air Delivery & Freight Services
RSE,"Rouse Properties, Inc.",Financial,Property Management
RSG,"Republic Services, Inc.",Industrial Goods,Waste Management
RSH,RadioShack Corp.,Services,Electronics Stores
RSOL,"Real Goods Solar, Inc.",,
RSYS,RadiSys Corporation,Technology,Computer Based Systems
RTI,"RTI International Metals, Inc.",Industrial Goods,Metal Fabrication
RTIX,RTI Surgical Inc.,Healthcare,Medical Appliances & Equipment
RTK,"Rentech, Inc.",Basic Materials,Chemicals - Major Diversified
RTN,Raytheon Co.,Industrial Goods,Aerospace/Defense Products & Services
RUE,"rue21, Inc.",,
RUSHA,"Rush Enterprises, Inc.",,
RUSHB,"Rush Enterprises, Inc.",Services,Auto Dealerships
RVLT,"Revolution Lighting Technologies, Inc.",Technology,Diversified Electronics
RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies
RVM,"Revett Mining Company, Inc.",Basic Materials,Industrial Metals & Minerals
RVSB,Riverview Bancorp Inc.,Financial,Savings & Loans
RVBD,"Riverbed Technology, Inc.",Technology,Information Technology Services
RXN,Rexnord Corporation,Industrial Goods,Diversified Machinery
RYL,Ryland Group Inc.,Industrial Goods,Residential Construction
RYN,Rayonier Inc.,Industrial Goods,"Lumber, Wood Production"
SAAS,"inContact, Inc.",Technology,Application Software
SAH,Sonic Automotive Inc.,Services,Auto Dealerships
SAFM,"Sanderson Farms, Inc.",Consumer Goods,Food - Major Diversified
SAL,Salisbury Bancorp Inc.,Financial,Regional - Northeast Banks
SAM,Boston Beer Co. Inc.,Consumer Goods,Beverages - Brewers
SANM,Sanmina Corporation,Technology,Diversified Electronics
SANW,,Consumer Goods,Farm Products
RJET,Republic Airways Holdings Inc.,Services,Regional Airlines
SAPE,Sapient Corp.,Technology,Business Software & Services
SASR,Sandy Spring Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks
SALM,Salem Communications Corp.,Services,Broadcasting - Radio
SATS,EchoStar Corp.,Technology,Communication Equipment
SAVE,"Spirit Airlines, Inc.",Services,Major Airlines
SBAC,SBA Communications Corp.,Services,Rental & Leasing Services
SBCF,Seacoast Banking Corp. of Florida,Financial,Regional - Mid-Atlantic Banks
SBGI,Sinclair Broadcast Group Inc.,Services,Broadcasting - TV
SBH,Sally Beauty Holdings Inc.,Services,"Specialty Retail, Other"
SBSA,Spanish Broadcasting System Inc.,Services,Broadcasting - Radio
SBSI,Southside Bancshares Inc.,Financial,Regional - Mid-Atlantic Banks
SBUX,Starbucks Corporation,Services,Specialty Eateries
SCCO,Southern Copper Corp.,Basic Materials,Copper
SCEI,Sino Clean Energy Inc,Basic Materials,Synthetics
SCG,SCANA Corp.,Utilities,Electric Utilities
SCHL,Scholastic Corporation,Services,Publishing - Books
SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National
RSTI,Rofin-Sinar Technologies Inc.,Technology,Scientific & Technical Instruments
SCI,Service Corporation International,Services,Personal Services
SCHN,"Schnitzer Steel Industries, Inc.",Industrial Goods,Metal Fabrication
SCIL,Scientific Learning Corp.,Services,Education & Training Services
SCKT,"Socket Mobile, Inc.",Technology,Computer Peripherals
SCL,Stepan Company,Consumer Goods,Cleaning Products
SCLN,"SciClone Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other
SCMR,"Sycamore Networks, Inc.",Technology,Networking & Communication Devices
SCON,Superconductor Technologies Inc.,Technology,Semiconductor - Integrated Circuits
SCOR,"comScore, Inc.",Services,Business Services
SCS,Steelcase Inc.,Consumer Goods,Business Equipment
SCSC,"ScanSource, Inc.",Technology,Technical & System Software
SCSS,Select Comfort Corporation,Consumer Goods,Home Furnishings & Fixtures
SCTY,SolarCity Corporation,Technology,Semiconductor - Specialized
SCU,Scana Corporation SCANA CORPORA,,
SCX,The L.S. Starrett Company,Industrial Goods,Small Tools & Accessories
SD,"SandRidge Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
SCVL,Shoe Carnival Inc.,Services,Apparel Stores
SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines
SEAC,SeaChange International Inc.,Technology,Application Software
SBBX,Sussex Bancorp,Financial,Regional - Northeast Banks
SEB,Seaboard Corp.,Conglomerates,Conglomerates
SEAS,"SeaWorld Entertainment, Inc.",Services,Sporting Activities
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers
SEIC,SEI Investments Co.,Financial,Asset Management
SEM,Select Medical Holdings Corporation,Healthcare,Hospitals
SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines
SENEA,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods
SENEB,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods
SEV,"Sevcon, Inc.",Technology,Semiconductor - Integrated Circuits
SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional
SFE,"Safeguard Scientifics, Inc.",Services,Business Services
SFG,StanCorp Financial Group Inc.,Financial,Accident & Health Insurance
SFLY,"Shutterfly, Inc.",Services,Personal Services
SFNC,Simmons First National Corporation,Financial,Money Center Banks
SGA,Saga Communications Inc.,Services,Broadcasting - Radio
SGB,Southwest Georgia Financial Corp.,Financial,Regional - Mid-Atlantic Banks
SGC,Superior Uniform Group Inc.,Consumer Goods,Textile - Apparel Clothing
SGI,Silicon Graphics International Corp.,Technology,Diversified Computer Systems
SGEN,Seattle Genetics Inc.,Healthcare,Biotechnology
SGMA,SigmaTron International Inc.,Technology,Printed Circuit Boards
SGMO,Sangamo Biosciences Inc.,Healthcare,Biotechnology
SGNT,"Sagent Pharmaceuticals, Inc.",Healthcare,Drugs - Generic
SGMS,Scientific Games Corporation,Services,Gaming Activities
SGY,Stone Energy Corp.,Basic Materials,Independent Oil & Gas
SGYP,"Synergy Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other
SHLD,Sears Holdings Corporation,Services,Department Stores
SHEN,Shenandoah Telecommunications Co.,Technology,Telecom Services - Domestic
SHLM,"A. Schulman, Inc.",Basic Materials,Chemicals - Major Diversified
SHLO,Shiloh Industries Inc.,Industrial Goods,Metal Fabrication
SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories
SHOR,"ShoreTel, Inc.",Technology,Communication Equipment
SIG,Signet Jewelers Limited,Services,Jewelry Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",Services,Department Stores
SIGA,"SIGA Technologies, Inc.",Healthcare,Biotechnology
SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized
SIMG,"Silicon Image, Inc.",Technology,Semiconductor - Broad Line
SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment
SIVB,SVB Financial Group,Financial,Regional - Pacific Banks
SIX,Six Flags Entertainment Corporation,Services,General Entertainment
SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities
SJW,SJW Corp.,Utilities,Water Utilities
SKH,"Skilled Healthcare Group, Inc.",Healthcare,Long-Term Care Facilities
SKT,Tanger Factory Outlet Centers Inc.,Financial,REIT - Retail
SKUL,"Skullcandy, Inc.",Consumer Goods,Electronic Equipment
SKX,Skechers USA Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories
SKY,Skyline Corp.,Industrial Goods,Manufactured Housing
SKYW,SkyWest Inc.,Services,Regional Airlines
SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services
SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals
SLG,SL Green Realty Corp.,Financial,REIT - Retail
SLGN,Silgan Holdings Inc.,Consumer Goods,Packaging & Containers
SLH,Solera Holdings Inc.,Technology,Business Software & Services
SLI,SL Industries Inc.,Technology,Diversified Electronics
SLM,SLM Corporation,Financial,Credit Services
SLMAP,SLM Corporation,,
SLP,"Simulations Plus, Inc.",Technology,Business Software & Services
SLTC,"Selectica, Inc.",Technology,Internet Software & Services
SLTM,"Solta Medical, Inc.",,
SLXP,Salix Pharmaceuticals Ltd.,Healthcare,Drugs - Generic
SM,SM Energy Company,Basic Materials,Independent Oil & Gas
SMA,"Symmetry Medical, Inc.",Healthcare,Medical Appliances & Equipment
SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management
SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals
SMIT,"Schmitt Industries, Inc.",Technology,Scientific & Technical Instruments
SMLP,"Summit Midstream Partners, LP",Utilities,Gas Utilities
SMMF,Summit Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks
SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts
SMPL,"Simplicity Bancorp, Inc.",Financial,Savings & Loans
SMRT,Stein Mart Inc.,Services,Apparel Stores
SMSI,Smith Micro Software Inc.,Technology,Application Software
SMTC,Semtech Corporation,Technology,Semiconductor - Integrated Circuits
SMTX,SMTC Corporation,Technology,Printed Circuit Boards
SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas
SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories
SNAK,"Inventure Foods, Inc.",Consumer Goods,Processed & Packaged Goods
SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks
SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software
SNDK,SanDisk Corp.,Technology,Data Storage Devices
SNFCA,Security National Financial Corp.,Financial,Credit Services
SNH,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV
SNMX,Senomyx Inc.,Basic Materials,Specialty Chemicals
SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials
SNTA,Synta Pharmaceuticals Corp.,Healthcare,Biotechnology
SNTS,"Santarus, Inc.",,
SNSS,"Sunesis Pharmaceuticals, Inc.",Healthcare,Biotechnology
SNV,Synovus Financial Corporation,Financial,Regional - Mid-Atlantic Banks
SNX,SYNNEX Corp.,Services,Business Services
SO,Southern Company,Utilities,Diversified Utilities
SOCB,Southcoast Financial Corp.,Financial,Regional - Southeast Banks
SOFO,"Sonic Foundry, Inc.",Technology,Application Software
SOHU,Sohu.com Inc.,Technology,Internet Information Providers
SON,Sonoco Products Co.,Consumer Goods,Packaging & Containers
SONA,Southern National Bancorp of Virginia Inc.,Financial,Regional - Mid-Atlantic Banks
SONC,Sonic Corp.,Services,Restaurants
SONS,"Sonus Networks, Inc.",Technology,Communication Equipment
SONT,"Seen On Screen TV, Inc.",,
SORL,"SORL Auto Parts, Inc.",Consumer Goods,Auto Manufacturers - Major
SPA,Sparton Corp.,Technology,Diversified Electronics
SPAN,Span-America Medical Systems Inc.,Healthcare,Medical Appliances & Equipment
SPAR,Spartan Motors Inc.,Consumer Goods,Trucks & Other Vehicles
SPB,"Spectrum Brands Holdings, Inc.",Industrial Goods,Industrial Electrical Equipment
SPBC,"SP Bancorp, Inc.",Financial,Credit Services
SPCHA,Sport Chalet Inc.,,
SPCHB,Sport Chalet Inc.,Services,Sporting Goods Stores
SPEX,Spherix Incorporated,Healthcare,Medical Laboratories & Research
SPF,Standard Pacific Corp.,Industrial Goods,Residential Construction
SPG,Simon Property Group Inc.,Financial,REIT - Retail
SPH,"Suburban Propane Partners, L.P.",Utilities,Gas Utilities
SPLK,"Splunk, Inc.",Technology,Application Software
SPIR,Spire Corp.,Technology,Semiconductor - Broad Line
SPLP,Steel Partners Holdings L.P,Conglomerates,Conglomerates
SPLS,"Staples, Inc.",Services,"Specialty Retail, Other"
SPN,"Superior Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services
SPNC,The Spectranetics Corporation,Healthcare,Medical Appliances & Equipment
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology
SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services
SPRO,SmartPros Ltd.,Services,Education & Training Services
SPRT,"Support.com, Inc.",Technology,Internet Software & Services
SPSC,"SPS Commerce, Inc.",Technology,Application Software
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Goods,Beverages - Soft Drinks
SPTN,Spartan Stores Inc.,Services,Food Wholesale
SPW,SPX Corporation,Industrial Goods,Diversified Machinery
SPWR,SunPower Corporation,Technology,Semiconductor - Specialized
SQI,"SciQuest, Inc.",Technology,Application Software
SQNM,Sequenom Inc.,Healthcare,Biotechnology
SR,The Standard Register Company,Consumer Goods,Office Supplies
SRCE,1st Source Corporation,Financial,Regional - Midwest Banks
SRDX,"SurModics, Inc.",Healthcare,Diagnostic Substances
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management
SREV,"ServiceSource International, Inc.",Technology,Business Software & Services
SRE,Sempra Energy,Utilities,Diversified Utilities
SRI,Stoneridge Inc.,Consumer Goods,Auto Parts
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology
SRT,"StarTek, Inc.",Services,Business Services
SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories
SSI,Stage Stores Inc.,Services,Apparel Stores
SSFN,Stewardship Financial Corp.,Financial,Regional - Northeast Banks
SSN,Samson Oil & Gas Limited,Basic Materials,Oil & Gas Drilling & Exploration
SSNC,,Technology,Business Software & Services
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Based Systems
SSP,The E. W. Scripps Company,Services,Publishing - Newspapers
SSS,Sovran Self Storage Inc.,Financial,REIT - Industrial
SSTK,"Shutterstock, Inc.",Services,Business Services
SSY,SunLink Health Systems Inc.,Healthcare,Hospitals
ST,Sensata Technologies Holding NV,Technology,Scientific & Technical Instruments
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies
STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial
STBA,,Financial,Regional - Northeast Banks
STBZ,State Bank Financial Corporation,Financial,Money Center Banks
STC,Stewart Information Services Corporation,Financial,Property & Casualty Insurance
STE,Steris Corp.,Healthcare,Medical Appliances & Equipment
STEC,"STEC, Inc.",,
STEI,Stewart Enterprises Inc.,,
STEL,StellarOne Corporation,,
STEM,StemCells Inc.,Healthcare,Biotechnology
STFC,State Auto Financial Corp.,Financial,Property & Casualty Insurance
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment
STL,Sterling Bancorp.,Financial,Savings & Loans
SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components
STLD,Steel Dynamics Inc.,Basic Materials,Steel & Iron
STLY,Stanley Furniture Co. Inc.,Consumer Goods,Home Furnishings & Fixtures
STML,"Stemline Therapeutics, Inc.",Healthcare,Biotechnology
STND,Standard Financial Corp.,Financial,Regional - Northeast Banks
STMP,Stamps.com Inc.,Technology,Application Software
STNR,Steiner Leisure Ltd.,Services,Personal Services
STR,Questar Corporation,Utilities,Gas Utilities
STON,Stonemor Partners LP,Services,Personal Services
STRA,Strayer Education Inc.,Services,Education & Training Services
STRI,"STR Holdings, Inc.",Consumer Goods,Rubber & Plastics
STRL,Sterling Construction Co. Inc.,Industrial Goods,Heavy Construction
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services
STRN,Sutron Corporation,Technology,Scientific & Technical Instruments
STRS,Stratus Properties Inc.,Financial,Real Estate Development
STRT,STRATTEC Security Corporation,Consumer Goods,Auto Parts
STRZA,Starz,Services,Entertainment - Diversified
STSA,Sterling Financial Corporation,Financial,Savings & Loans
STS,Supreme Industries Inc.,Consumer Goods,Trucks & Other Vehicles
STRZB,Starz,,
STSI,"Star Scientific, Inc.",Healthcare,Drug Manufacturers - Major
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices
STXS,Stereotaxis Inc.,Healthcare,Medical Appliances & Equipment
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers
SUBK,Suffolk Bancorp,Financial,Money Center Banks
SUI,Sun Communities Inc.,Financial,REIT - Residential
SUMR,"Summer Infant, Inc.",Consumer Goods,Personal Products
SUNE,"SunEdison, Inc.",Technology,Semiconductor - Integrated Circuits
SUP,"Superior Industries International, Inc.",Consumer Goods,Auto Parts
SUPX,Supertex Inc.,,
SURG,"Synergetics USA, Inc.",Healthcare,Medical Appliances & Equipment
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drugs - Generic
SUSP,Susser Petroleum Partners LP,Services,Industrial Equipment Wholesale
SUSQ,"Susquehanna Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks
SUTR,Sutor Technology Group Limited,Basic Materials,Steel & Iron
SVBL,"Silver Bull Resources, Inc.",Basic Materials,Industrial Metals & Minerals
SVBI,Severn Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks
SVT,Servotronics Inc.,Industrial Goods,Industrial Electrical Equipment
SVU,SUPERVALU Inc.,Services,Grocery Stores
SWC,Stillwater Mining Co.,Basic Materials,Industrial Metals & Minerals
SWFT,Swift Transportation Company,Services,Trucking
SWHC,Smith & Wesson Holding Corporation,Industrial Goods,Aerospace/Defense Products & Services
SWI,"SolarWinds, Inc.",Technology,Application Software
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories
SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits
SWM,Schweitzer-Mauduit International Inc.,Consumer Goods,Paper & Paper Products
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas
SWS,"SWS Group, Inc.",Financial,Investment Brokerage - Regional
SWX,Southwest Gas Corporation,Utilities,Gas Utilities
SWY,Safeway Inc.,Services,Grocery Stores
SXC,SunCoke Energy Inc.,Basic Materials,Steel & Iron
SXE,"Southcross Energy Partners, L.P.",Utilities,Gas Utilities
SXI,Standex International Corporation,Industrial Goods,Industrial Equipment & Components
SXL,Sunoco Logistics Partners L.P.,Basic Materials,Oil & Gas Pipelines
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals
SYA,Symetra Financial Corporation,Financial,Life Insurance
SYBT,"Stock Yards Bancorp, Inc.",Financial,Regional - Southeast Banks
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment
SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services
SYMC,Symantec Corporation,Technology,Security Software & Services
SYMM,Symmetricom Inc.,,
SYMX,"Synthesis Energy Systems, Inc.",Basic Materials,Specialty Chemicals
SYN,Synthetic Biologics Inc.,Healthcare,Biotechnology
SYNA,Synaptics Inc.,Technology,Application Software
SYNC,"Synacor, Inc.",Technology,Internet Information Providers
SYNM,Syntroleum Corp.,Basic Materials,Oil & Gas Refining & Marketing
SYPR,Sypris Solutions Inc.,Consumer Goods,Auto Parts
SYRG,Synergy Resources Corporation,Basic Materials,Oil & Gas Equipment & Services
SYUT,Synutra International Inc.,Consumer Goods,Dairy Products
SYY,Sysco Corporation,Services,Food Wholesale
SZYM,"Solazyme, Inc.",Basic Materials,Oil & Gas Refining & Marketing
T,,Technology,Telecom Services - Domestic
TA,TravelCenters of America LLC,Services,"Specialty Retail, Other"
TACT,TransAct Technologies Incorporated,Technology,Computer Peripherals
TAIT,Taitron Components Inc.,Services,Electronics Wholesale
TAL,"TAL International Group, Inc.",Services,Rental & Leasing Services
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers
TASR,TASER International Inc.,Industrial Goods,Aerospace/Defense Products & Services
TAST,"Carrols Restaurant Group, Inc.",Services,Restaurants
TAT,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration
TAX,"JTH Holding, Inc.",Services,Personal Services
TAYC,Taylor Capital Group Inc.,Financial,Regional - Midwest Banks
TAYCP,"Taylor Capital Group, Inc.",,
TAYD,Taylor Devices Inc.,Industrial Goods,Diversified Machinery
TBAC,"Tandy Brands Accessories, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories
TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services
TBNK,Territorial Bancorp Inc.,Financial,Regional - Pacific Banks
TBOW,"Trunkbow International Holdings, Ltd.",,
TBIO,Transgenomic Inc.,Technology,Scientific & Technical Instruments
TC,Thompson Creek Metals Company Inc.,Basic Materials,Industrial Metals & Minerals
TCB,TCF Financial Corporation,Financial,Money Center Banks
TCBI,Texas Capital BancShares Inc.,Financial,Regional - Southwest Banks
TCBK,TriCo Bancshares,Financial,Regional - Pacific Banks
TCCO,Technical Communications Corporation,Technology,Communication Equipment
TCI,Transcontinental Realty Investors Inc.,Financial,REIT - Diversified
TCO,"Taubman Centers, Inc.",Financial,REIT - Retail
TCP,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines
TDC,Teradata Corporation,Technology,Data Storage Devices
TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services
TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services
TDY,Teledyne Technologies Inc.,Consumer Goods,Electronic Equipment
TE,"TECO Energy, Inc.",Utilities,Electric Utilities
TECD,Tech Data Corp.,Services,Computers Wholesale
TECH,Techne Corp.,Healthcare,Biotechnology
TEAR,TearLab Corporation,Healthcare,Medical Laboratories & Research
TECUA,Tecumseh Products Company,Industrial Goods,Diversified Machinery
TECUB,Tecumseh Products Company,,
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics
TELK,Telik Inc.,Healthcare,Drugs - Generic
TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials
TEN,Tenneco Inc.,Consumer Goods,Auto Parts
TESS,TESSCO Technologies Inc.,Services,Electronics Wholesale
TESO,Tesco Corporation,Basic Materials,Oil & Gas Equipment & Services
TEX,Terex Corp.,Industrial Goods,Farm & Construction Machinery
TFCO,Tufco Technologies Inc.,,
TFM,"The Fresh Market, Inc.",Services,Grocery Stores
TFSL,TFS Financial Corp,Financial,Regional - Midwest Banks
TGC,Tengasco Inc.,Basic Materials,Independent Oil & Gas
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies
TG,Tredegar Corp.,Consumer Goods,Rubber & Plastics
TGE,TGC Industries Inc.,Basic Materials,Oil & Gas Equipment & Services
TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services
TGT,Target Corp.,Services,"Discount, Variety Stores"
THC,Tenet Healthcare Corp.,Healthcare,Hospitals
THFF,First Financial Corp.,Financial,Regional - Midwest Banks
THG,The Hanover Insurance Group Inc.,Financial,Property & Casualty Insurance
THLD,Threshold Pharmaceuticals Inc.,Healthcare,Biotechnology
THO,Thor Industries Inc.,Consumer Goods,Recreational Vehicles
THI,Tim Hortons Inc.,Services,Restaurants
THOR,Thoratec Corp.,Healthcare,Medical Instruments & Supplies
THR,"Thermon Group Holdings, Inc.",Industrial Goods,Diversified Machinery
THRD,TF Financial Corporation,Financial,Savings & Loans
THRM,Gentherm Incorporated,Consumer Goods,Auto Parts
THRX,Theravance Inc.,Healthcare,Biotechnology
THS,"Treehouse Foods, Inc.",Consumer Goods,Processed & Packaged Goods
THTI,"THT Heat Transfer Technology, Inc.",Industrial Goods,Diversified Machinery
TIBX,TIBCO Software Inc.,Technology,Business Software & Services
TIF,Tiffany & Co.,Services,Jewelry Stores
TIGR,TigerLogic Corporation,Technology,Application Software
TIK,Tel-Instrument Electronics Corp.,Technology,Scientific & Technical Instruments
TIS,Orchids Paper Products Company,Consumer Goods,Paper & Paper Products
TISI,"Team, Inc.",Services,Business Services
TITN,"Titan Machinery, Inc.",Services,Industrial Equipment Wholesale
TIVO,TiVo Inc.,Services,CATV Systems
TJX,"The TJX Companies, Inc.",Services,Department Stores
TKOI,"Telkonet, Inc.",Technology,Scientific & Technical Instruments
TKR,Timken Co.,Industrial Goods,Machine Tools & Accessories
TLAB,Tellabs Inc.,,
TLF,"Tandy Leather Factory, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories
TLLP,Tesoro Logistics LP,Basic Materials,Oil & Gas Equipment & Services
TLR,Timberline Resources Corporation,Basic Materials,Industrial Metals & Minerals
TLYS,"Tilly's, Inc.",Services,Apparel Stores
TMH,"Team Health Holdings, Inc.",Services,Staffing & Outsourcing Services
TMHC,Taylor Morrison Home Corporation,Industrial Goods,Residential Construction
TAM,Taminco Corporation,Basic Materials,Specialty Chemicals
TMNG,"The Management Network Group, Inc.",Services,Management Services
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Laboratories & Research
TMP,Tompkins Financial Corporation,Financial,Regional - Northeast Banks
TNAV,"Telenav, Inc.",Technology,Scientific & Technical Instruments
TNC,Tennant Company,Industrial Goods,Pollution & Treatment Controls
TNGN,"Tengion, Inc.",Healthcare,Biotechnology
TNGO,"Tangoe, Inc.",Technology,Business Software & Services
TNH,"Terra Nitrogen Company, L.P.",Basic Materials,Agricultural Chemicals
TOF,Tofutti Brands Inc.,Consumer Goods,Food - Major Diversified
TOFC,Tower Financial Corporation,Financial,Regional - Midwest Banks
TOL,Toll Brothers Inc.,Industrial Goods,Residential Construction
